Key,Fullname,Grid,URL,WikipediaURL
university of maryland medical center,University of Maryland Medical Center,grid.413036.3,http://www.umm.edu/,http://en.wikipedia.org/wiki/University_of_Maryland_Medical_Center
selex es,Selex ES,grid.474499.3,http://www.leonardocompany.com/en/home,http://en.wikipedia.org/wiki/Selex_ES
biocrates life sciences ag,Biocrates Life Sciences AG,,http://www.biocrates.com/,https://www.bloomberg.com/research/stocks/private/people.asp?privcapId=20741978
british antarctic survey,British Antarctic Survey,grid.478592.5,https://www.bas.ac.uk/,http://en.wikipedia.org/wiki/British_Antarctic_Survey
national association of county and city health officials,National Association of County and City Health Officials,grid.416521.5,http://www.naccho.org/,http://en.wikipedia.org/wiki/National_Association_of_County_and_City_Health_Officials
national development and reform commission,National Development and Reform Commission,grid.464259.8,http://www.ndrc.gov.cn/,http://en.wikipedia.org/wiki/National_Development_and_Reform_Commission
children s hospitals and clinics of minnesota,Children's Hospitals and Clinics of Minnesota,grid.418507.f,,http://en.wikipedia.org/wiki/Children's_Hospitals_and_Clinics_of_Minnesota
dutch ministry of foreign affairs,Dutch Ministry of Foreign Affairs,,https://www.government.nl/ministries/ministry-of-foreign-affairs,http://en.wikipedia.org/wiki/Ministry_of_Foreign_Affairs_(Netherlands)
natural history museum,Natural History Museum,grid.35937.3b,http://www.nhm.ac.uk/,"http://en.wikipedia.org/wiki/Natural_History_Museum,_London"
national highway traffic safety administration,National Highway Traffic Safety Administration,grid.467654.2,http://nhtsa.gov/,http://en.wikipedia.org/wiki/National_Highway_Traffic_Safety_Administration
texas animal health commission,Texas Animal Health Commission,grid.467878.2,,https://en.wikipedia.org/wiki/Texas_Animal_Health_Commission
ashiya college,Ashiya College,grid.471517.1,,https://en.wikipedia.org/wiki/Ashiya_College
joan ganz cooney center,Joan Ganz Cooney Center,grid.475336.0,,https://en.wikipedia.org/wiki/The_Joan_Ganz_Cooney_Center
st patrick hospital,St. Patrick Hospital,grid.416906.c,,https://en.wikipedia.org/wiki/St._Patrick_Hospital_and_Health_Sciences_Center
united south end settlements,United South End Settlements,grid.447498.2,,https://en.wikipedia.org/wiki/United_South_End_Settlements
alberta hospital edmonton,Alberta Hospital Edmonton,grid.414397.c,,https://en.wikipedia.org/wiki/Alberta_Hospital_Edmonton
rappahannock community college,Rappahannock Community College,grid.447321.7,,https://en.wikipedia.org/wiki/Rappahannock_Community_College
guangzhou academy of fine arts,Guangzhou Academy of Fine Arts,grid.443377.0,,https://en.wikipedia.org/wiki/Guangzhou_Academy_of_Fine_Arts
the liverpool institute for performing arts,The Liverpool Institute for Performing Arts,grid.451001.1,,https://en.wikipedia.org/wiki/Liverpool_Institute_for_Performing_Arts
energyaustralia australia,EnergyAustralia (Australia),grid.473960.f,,https://en.wikipedia.org/wiki/EnergyAustralia
foundational questions institute,Foundational Questions Institute,grid.454779.c,,https://en.wikipedia.org/wiki/Foundational_Questions_Institute
united states military entrance processing command,United States Military Entrance Processing Command,grid.420320.7,,https://en.wikipedia.org/wiki/United_States_Military_Entrance_Processing_Command
ceu cardinal herrera university,CEU Cardinal Herrera University,grid.412878.0,,http://en.wikipedia.org/wiki/CEU_Cardinal_Herrera_University
massachusetts mental health center,Massachusetts Mental Health Center,grid.416525.1,,https://en.wikipedia.org/wiki/Massachusetts_Mental_Health_Center
iftm university,IFTM University,grid.464912.c,,https://en.wikipedia.org/wiki/IFTM_University
daiwa anglo japanese foundation,Daiwa Anglo-Japanese Foundation,grid.453973.f,,https://en.wikipedia.org/wiki/Daiwa_Anglo-Japanese_Foundation
mcmaster university medical centre,McMaster University Medical Centre,grid.411657.0,,https://en.wikipedia.org/wiki/McMaster_University_Medical_Centre
daegu university of foreign studies,Daegu University of Foreign Studies,grid.443826.f,,https://en.wikipedia.org/wiki/Daegu_University_of_Foreign_Studies
society for experimental mechanics,Society for Experimental Mechanics,grid.469990.b,,https://en.wikipedia.org/wiki/Society_for_Experimental_Mechanics
chinese national human genome center,Chinese National Human Genome Center,grid.418564.a,,"https://en.wikipedia.org/wiki/Chinese_National_Human_Genome_Center,_Beijing"
lexington va medical center,Lexington VA Medical Center,grid.413837.a,,https://en.wikipedia.org/wiki/Lexington_VA_Medical_Center
pontifical academy of sciences,Pontifical Academy of Sciences,grid.473724.1,,https://en.wikipedia.org/wiki/Pontifical_Academy_of_Sciences
horizon health network,Horizon Health Network,grid.428748.5,,https://en.wikipedia.org/wiki/Horizon_Health_Network
statkraft norway,Statkraft (Norway),grid.459091.0,,https://en.wikipedia.org/wiki/Statkraft
farwaniya hospital,Farwaniya Hospital,grid.414755.6,,https://en.wikipedia.org/wiki/Farwaniya_Hospital
korea institute of nuclear safety,Korea Institute of Nuclear Safety,grid.464612.3,,https://en.wikipedia.org/wiki/Korea_Institute_of_Nuclear_Safety
edinburgh cancer research centre,Edinburgh Cancer Research Centre,grid.470904.e,,https://en.wikipedia.org/wiki/Edinburgh_Cancer_Research_Centre
woolmanhill hospital,Woolmanhill Hospital,grid.461316.7,,https://en.wikipedia.org/wiki/Woolmanhill_Hospital
american phytopathological society,American Phytopathological Society,grid.426759.b,,https://en.wikipedia.org/wiki/American_Phytopathological_Society
swedish association for sexuality education,Swedish Association for Sexuality Education,grid.475591.b,,https://en.wikipedia.org/wiki/Swedish_Association_for_Sexuality_Education
foundation fighting blindness,Foundation Fighting Blindness,grid.428791.1,,https://en.wikipedia.org/wiki/Foundation_Fighting_Blindness
murata finland,Murata (Finland),grid.470618.c,,https://en.wikipedia.org/wiki/Murata_Electronics_(company_in_Finland)
aea,AeA,,http://www.aeanet.org/,http://en.wikipedia.org/wiki/AeA
alexander fleming biomedical sciences research center,Alexander Fleming Biomedical Sciences Research Center,grid.424165.0,http://www.fleming.gr/,http://en.wikipedia.org/wiki/Alexander_Fleming_Biomedical_Sciences_Research_Center
global academy of technology,Global Academy of Technology,,http://gat.ac.in/,http://en.wikipedia.org/wiki/Global_Academy_of_Technology
international ataturk alatoo university,International Atatürk-Alatoo University,grid.444228.c,,http://en.wikipedia.org/wiki/International_Atatürk-Alatoo_University
national taiwan university,National Taiwan University,grid.19188.39,http://www.ntu.edu.tw/english,http://en.wikipedia.org/wiki/National_Taiwan_University
university of wurzburg,University of Würzburg,grid.8379.5,http://www.uni-wuerzburg.de/en/home/,http://en.wikipedia.org/wiki/University_of_Würzburg
nippon bunri university,Nippon Bunri University,grid.444554.0,http://www.nbu.ac.jp/,http://en.wikipedia.org/wiki/Nippon_Bunri_University
michigan state police,Michigan State Police,grid.448437.8,http://www.michigan.gov/msp/,http://en.wikipedia.org/wiki/Michigan_State_Police
worleyparsons,WorleyParsons,,http://www.worleyparsons.com/,http://en.wikipedia.org/wiki/WorleyParsons
pittsburgh supercomputing center,Pittsburgh Supercomputing Center,grid.484565.e,http://www.psc.edu/,http://en.wikipedia.org/wiki/Pittsburgh_Supercomputing_Center
tyumen state oil and gas university,Tyumen State Oil and Gas University,,http://www.tsogu.ru/?lang=en,http://en.wikipedia.org/wiki/Tyumen_State_Oil_and_Gas_University
federal university of campina grande,Federal University of Campina Grande,grid.411182.f,http://ufcg.edu.br/,http://en.wikipedia.org/wiki/Federal_University_of_Campina_Grande
rand afrikaans university,Rand Afrikaans University,,http://www.uj.ac.za/,http://en.wikipedia.org/wiki/Rand_Afrikaans_University
colorado center for astrodynamics research,Colorado Center for Astrodynamics Research,,,http://en.wikipedia.org/wiki/Colorado_Center_for_Astrodynamics_Research
willow garage,Willow Garage,,http://www.willowgarage.com/,http://en.wikipedia.org/wiki/Willow_Garage
austrian red cross,Austrian Red Cross,,https://www.roteskreuz.at/,http://en.wikipedia.org/wiki/Austrian_Red_Cross
src inc,SRC Inc.,grid.410438.a,http://www.srcinc.com/,http://en.wikipedia.org/wiki/SRC_Inc.
madhav institute of technology and science,Madhav Institute of Technology and Science,,http://www.mitsgwalior.in/,http://en.wikipedia.org/wiki/Madhav_Institute_of_Technology_and_Science
sardar patel university,Sardar Patel University,grid.263187.9,http://www.spuvvn.edu/,http://en.wikipedia.org/wiki/Sardar_Patel_University
university of bielsko biala,University of Bielsko-Biała,grid.431808.6,http://www.eng.ath.bielsko.pl/,http://en.wikipedia.org/wiki/University_of_Bielsko-Biała
flemish institute for technological research,Flemish Institute for Technological Research,grid.6717.7,http://www.vito.be/,http://en.wikipedia.org/wiki/Flemish_Institute_for_Technological_Research
university of gabes,University of Gabès,grid.442508.f,http://www.univgb.rnu.tn/,http://en.wikipedia.org/wiki/University_of_Gabès
mirpur university of science and technology,Mirpur University of Science and Technology,grid.449138.3,http://www.must.edu.pk/,http://en.wikipedia.org/wiki/Mirpur_University_of_Science_and_Technology
omaha public power district,Omaha Public Power District,,http://www.oppd.com/,http://en.wikipedia.org/wiki/Omaha_Public_Power_District
trinity college glasgow,"Trinity College, Glasgow",,http://www.gla.ac.uk/undergraduate/degrees/theologyreligiousstudies/trinitycollege-churchofscotland/,"http://en.wikipedia.org/wiki/Trinity_College,_Glasgow"
woosong university,Woosong University,grid.457406.4,http://english.wsu.ac.kr/,http://en.wikipedia.org/wiki/Woosong_University
methodist theological school in ohio,Methodist Theological School in Ohio,grid.431547.0,http://www.mtso.edu/,http://en.wikipedia.org/wiki/Methodist_Theological_School_in_Ohio
bangko sentral ng pilipinas,Bangko Sentral ng Pilipinas,,http://www.bsp.gov.ph/,http://en.wikipedia.org/wiki/Bangko_Sentral_ng_Pilipinas
mercer,Mercer,grid.485927.5,http://www.mercer.com/,http://en.wikipedia.org/wiki/Mercer_(consulting_firm)
university of bahrain,University of Bahrain,grid.413060.0,http://www.uob.edu.bh/,http://en.wikipedia.org/wiki/University_of_Bahrain
disney research,Disney Research,,http://www.disneyresearch.com/,http://en.wikipedia.org/wiki/Disney_Research
uppsala monitoring centre,Uppsala Monitoring Centre,grid.420224.2,http://www.who-umc.org/,http://en.wikipedia.org/wiki/Uppsala_Monitoring_Centre
argos,Argos,,http://www.argos.co.uk/,http://en.wikipedia.org/wiki/Argos_(retailer)
unifor,Unifor,grid.478199.a,http://www.unifor.org/,http://en.wikipedia.org/wiki/Unifor
london metropolitan university,London Metropolitan University,grid.23231.31,http://www.londonmet.ac.uk/,http://en.wikipedia.org/wiki/London_Metropolitan_University
damietta university,Damietta University,grid.462079.e,http://www.du.edu.eg/en,http://en.wikipedia.org/wiki/Damietta_University
citigroup,Citigroup,grid.466589.0,http://www.citigroup.com/citi/,http://en.wikipedia.org/wiki/Citigroup
butler community college,Butler Community College,grid.462140.5,http://www.butlercc.edu/,http://en.wikipedia.org/wiki/Butler_Community_College
dic corporation,DIC Corporation,grid.471202.2,http://www.dic-global.com/en/,http://en.wikipedia.org/wiki/DIC_Corporation
mid staffordshire nhs foundation trust,Mid Staffordshire NHS Foundation Trust,,,http://en.wikipedia.org/wiki/Mid_Staffordshire_NHS_Foundation_Trust
petroleum university of technology,Petroleum University of Technology,grid.444962.9,http://www.put.ac.ir/,http://en.wikipedia.org/wiki/Petroleum_University_of_Technology
american psychological association,American Psychological Association,grid.280937.7,http://www.apa.org/,http://en.wikipedia.org/wiki/American_Psychological_Association
universidad autonoma de nuevo leon,Universidad Autónoma de Nuevo León,grid.411455.0,http://www.uanl.mx/,http://en.wikipedia.org/wiki/Universidad_Autónoma_de_Nuevo_León
kaunas university of technology,Kaunas University of Technology,grid.6901.e,http://ktu.edu/en/,http://en.wikipedia.org/wiki/Kaunas_University_of_Technology
ashridge business school,Ashridge Business School,grid.467164.6,http://www.ashridge.org.uk/,http://en.wikipedia.org/wiki/Ashridge_Business_School
reis robotics,Reis Robotics,,http://www.reisrobotics.com/,http://en.wikipedia.org/wiki/Reis_Robotics
northeast normal university,Northeast Normal University,grid.27446.33,http://www.nenu.edu.cn/,http://en.wikipedia.org/wiki/Northeast_Normal_University
webster university vienna,Webster University Vienna,grid.449947.3,http://www.webster.ac.at/,http://en.wikipedia.org/wiki/Webster_University_Vienna
russell sage foundation,Russell Sage Foundation,grid.421621.2,http://www.russellsage.org/,http://en.wikipedia.org/wiki/Russell_Sage_Foundation
red river college,Red River College,grid.421398.5,http://www.rrc.ca/,http://en.wikipedia.org/wiki/Red_River_College
rockland community college,Rockland Community College,grid.447338.f,http://www.sunyrockland.edu/,http://en.wikipedia.org/wiki/Rockland_Community_College
sk telecom,SK Telecom,grid.480347.c,http://www.sktelecom.com/,http://en.wikipedia.org/wiki/SK_Telecom
ishikawa prefectural nursing university,Ishikawa Prefectural Nursing University,grid.443808.3,http://www.ishikawa-nu.ac.jp/,http://en.wikipedia.org/wiki/Ishikawa_Prefectural_Nursing_University
palamuru university,Palamuru University,grid.449183.3,http://www.palamuruuniversity.ac.in/,http://en.wikipedia.org/wiki/Palamuru_University
cenovus energy,Cenovus Energy,grid.450552.3,http://www.cenovus.com/,http://en.wikipedia.org/wiki/Cenovus_Energy
fom ild,FOM ild,,http://www.fom-ild.de/,http://en.wikipedia.org/wiki/FOM_ild
london s air ambulance,London's Air Ambulance,,http://londonsairambulance.co.uk/,http://en.wikipedia.org/wiki/London's_Air_Ambulance
scotland s rural college,Scotland's Rural College,grid.426884.4,http://www.sruc.ac.uk/,http://en.wikipedia.org/wiki/Scotland's_Rural_College
university of mindanao,University of Mindanao,grid.443043.4,http://umindanao.edu.ph/,http://en.wikipedia.org/wiki/University_of_Mindanao
rajendra institute of medical sciences,Rajendra Institute of Medical Sciences,grid.415636.3,http://www.rimsranchi.org/,http://en.wikipedia.org/wiki/Rajendra_Institute_of_Medical_Sciences
